case_id,event_position,activity_name,timestamp,label,anomaly_type,anomaly_description
460,6,Activity BV,,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity BP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
460,7,Activity BS,,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity BP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
460,8,Activity B,,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity BP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
460,9,■,,anomalous,SkipSequence,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity BP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
461,0,▶,,normal,-,-
461,1,Activity A,,normal,-,-
461,2,Activity T,,normal,-,-
461,3,Activity V,,normal,-,-
461,4,Activity Y,,normal,-,-
461,5,Activity W,,normal,-,-
461,6,Activity AB,,normal,-,-
461,7,Activity U,,normal,-,-
461,8,Activity B,,normal,-,-
461,9,■,,normal,-,-
462,0,▶,,normal,-,-
462,1,Activity A,,normal,-,-
462,2,Activity T,,normal,-,-
462,3,Activity AN,,normal,-,-
462,4,Activity AQ,,normal,-,-
462,5,Activity AR,,normal,-,-
462,6,Activity AO,,normal,-,-
462,7,Activity U,,normal,-,-
462,8,Activity B,,normal,-,-
462,9,■,,normal,-,-
463,0,▶,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,1,Activity AK,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,2,Activity AL,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,3,Activity AM,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,4,Activity A,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,5,Activity T,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,6,Activity U,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,7,Activity B,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
463,8,■,,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
464,0,▶,,normal,-,-
464,1,Activity A,,normal,-,-
464,2,Activity T,,normal,-,-
464,3,Activity AK,,normal,-,-
464,4,Activity AL,,normal,-,-
464,5,Activity AM,,normal,-,-
464,6,Activity U,,normal,-,-
464,7,Activity B,,normal,-,-
464,8,■,,normal,-,-
465,0,▶,,normal,-,-
465,1,Activity A,,normal,-,-
465,2,Activity T,,normal,-,-
465,3,Activity AN,,normal,-,-
465,4,Activity AP,,normal,-,-
465,5,Activity AO,,normal,-,-
465,6,Activity U,,normal,-,-
465,7,Activity B,,normal,-,-
465,8,■,,normal,-,-
466,0,▶,,normal,-,-
466,1,Activity A,,normal,-,-
466,2,Activity T,,normal,-,-
466,3,Activity AN,,normal,-,-
466,4,Activity BA,,normal,-,-
466,5,Activity BB,,normal,-,-
466,6,Activity AO,,normal,-,-
466,7,Activity U,,normal,-,-
466,8,Activity B,,normal,-,-
466,9,■,,normal,-,-
467,0,▶,,normal,-,-
467,1,Activity A,,normal,-,-
467,2,Activity BZ,,normal,-,-
467,3,Activity B,,normal,-,-
467,4,■,,normal,-,-
468,0,▶,,normal,-,-
468,1,Activity A,,normal,-,-
468,2,Activity BC,,normal,-,-
468,3,Activity B,,normal,-,-
468,4,■,,normal,-,-
469,0,▶,,normal,-,-
469,1,Activity A,,normal,-,-
469,2,Activity BC,,normal,-,-
469,3,Activity B,,normal,-,-
469,4,■,,normal,-,-
470,0,▶,,normal,-,-
470,1,Activity A,,normal,-,-
470,2,Activity BZ,,normal,-,-
470,3,Activity B,,normal,-,-
470,4,■,,normal,-,-
471,0,▶,,normal,-,-
471,1,Activity A,,normal,-,-
471,2,Activity T,,normal,-,-
471,3,Activity AN,,normal,-,-
471,4,Activity AQ,,normal,-,-
471,5,Activity AR,,normal,-,-
471,6,Activity AO,,normal,-,-
471,7,Activity U,,normal,-,-
471,8,Activity B,,normal,-,-
471,9,■,,normal,-,-
472,0,▶,,normal,-,-
472,1,Activity A,,normal,-,-
472,2,Activity T,,normal,-,-
472,3,Activity AN,,normal,-,-
472,4,Activity AQ,,normal,-,-
472,5,Activity AR,,normal,-,-
472,6,Activity AO,,normal,-,-
472,7,Activity U,,normal,-,-
472,8,Activity B,,normal,-,-
472,9,■,,normal,-,-
473,0,▶,,normal,-,-
473,1,Activity A,,normal,-,-
473,2,Activity BZ,,normal,-,-
473,3,Activity B,,normal,-,-
473,4,■,,normal,-,-
474,0,▶,,normal,-,-
474,1,Activity A,,normal,-,-
474,2,Activity BC,,normal,-,-
474,3,Activity B,,normal,-,-
474,4,■,,normal,-,-
475,0,▶,,normal,-,-
475,1,Activity A,,normal,-,-
475,2,Activity BC,,normal,-,-
475,3,Activity B,,normal,-,-
475,4,■,,normal,-,-
476,0,▶,,normal,-,-
476,1,Activity A,,normal,-,-
476,2,Activity T,,normal,-,-
476,3,Activity AK,,normal,-,-
476,4,Activity AL,,normal,-,-
476,5,Activity AM,,normal,-,-
476,6,Activity U,,normal,-,-
476,7,Activity B,,normal,-,-
476,8,■,,normal,-,-
477,0,▶,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
477,1,Activity A,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
477,2,Activity T,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
477,3,Activity AN,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
477,4,Activity BA,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
477,5,Activity U,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
477,6,Activity B,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
477,7,■,,anomalous,SkipSequence,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity BB', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
478,0,▶,,normal,-,-
478,1,Activity A,,normal,-,-
478,2,Activity T,,normal,-,-
478,3,Activity AK,,normal,-,-
478,4,Activity AL,,normal,-,-
478,5,Activity AM,,normal,-,-
478,6,Activity U,,normal,-,-
478,7,Activity B,,normal,-,-
478,8,■,,normal,-,-
479,0,▶,,normal,-,-
479,1,Activity A,,normal,-,-
479,2,Activity T,,normal,-,-
479,3,Activity AK,,normal,-,-
479,4,Activity AL,,normal,-,-
479,5,Activity AM,,normal,-,-
479,6,Activity U,,normal,-,-
479,7,Activity B,,normal,-,-
479,8,■,,normal,-,-
480,0,▶,,normal,-,-
480,1,Activity A,,normal,-,-
480,2,Activity BZ,,normal,-,-
480,3,Activity B,,normal,-,-
480,4,■,,normal,-,-
481,0,▶,,normal,-,-
481,1,Activity A,,normal,-,-
481,2,Activity BZ,,normal,-,-
481,3,Activity B,,normal,-,-
481,4,■,,normal,-,-
482,0,▶,,normal,-,-
482,1,Activity A,,normal,-,-
482,2,Activity T,,normal,-,-
482,3,Activity AK,,normal,-,-
482,4,Activity AL,,normal,-,-
482,5,Activity AM,,normal,-,-
482,6,Activity U,,normal,-,-
482,7,Activity B,,normal,-,-
482,8,■,,normal,-,-
483,0,▶,,normal,-,-
483,1,Activity A,,normal,-,-
483,2,Activity T,,normal,-,-
483,3,Activity AK,,normal,-,-
483,4,Activity AL,,normal,-,-
483,5,Activity AM,,normal,-,-
483,6,Activity U,,normal,-,-
483,7,Activity B,,normal,-,-
483,8,■,,normal,-,-
484,0,▶,,normal,-,-
484,1,Activity A,,normal,-,-
484,2,Activity T,,normal,-,-
484,3,Activity AK,,normal,-,-
484,4,Activity AL,,normal,-,-
484,5,Activity AM,,normal,-,-
484,6,Activity U,,normal,-,-
484,7,Activity B,,normal,-,-
484,8,■,,normal,-,-
485,0,▶,,normal,-,-
485,1,Activity A,,normal,-,-
485,2,Activity C,,normal,-,-
485,3,Activity L,,normal,-,-
485,4,Activity P,,normal,-,-
485,5,Activity M,,normal,-,-
485,6,Activity D,,normal,-,-
485,7,Activity S,,normal,-,-
485,8,Activity B,,normal,-,-
485,9,■,,normal,-,-
486,0,▶,,normal,-,-
486,1,Activity A,,normal,-,-
486,2,Activity BC,,normal,-,-
486,3,Activity B,,normal,-,-
486,4,■,,normal,-,-
487,0,▶,,normal,-,-
487,1,Activity A,,normal,-,-
487,2,Activity T,,normal,-,-
487,3,Activity AN,,normal,-,-
487,4,Activity AS,,normal,-,-
487,5,Activity AU,,normal,-,-
487,6,Activity AT,,normal,-,-
487,7,Activity AO,,normal,-,-
487,8,Activity U,,normal,-,-
487,9,Activity B,,normal,-,-
487,10,■,,normal,-,-
488,0,▶,,normal,-,-
488,1,Activity A,,normal,-,-
488,2,Activity C,,normal,-,-
488,3,Activity L,,normal,-,-
488,4,Activity O,,normal,-,-
488,5,Activity M,,normal,-,-
488,6,Activity D,,normal,-,-
488,7,Activity S,,normal,-,-
488,8,Activity B,,normal,-,-
488,9,■,,normal,-,-
489,0,▶,,normal,-,-
489,1,Activity A,,normal,-,-
489,2,Activity T,,normal,-,-
489,3,Activity AN,,normal,-,-
489,4,Activity AS,,normal,-,-
489,5,Activity AW,,normal,-,-
489,6,Activity AT,,normal,-,-
489,7,Activity AO,,normal,-,-
489,8,Activity U,,normal,-,-
489,9,Activity B,,normal,-,-
489,10,■,,normal,-,-
490,0,▶,,normal,-,-
490,1,Activity A,,normal,-,-
490,2,Activity BD,,normal,-,-
490,3,Activity BO,,normal,-,-
490,4,Activity BE,,normal,-,-
490,5,Activity BQ,,normal,-,-
490,6,Activity BR,,normal,-,-
490,7,Activity BT,,normal,-,-
490,8,Activity BS,,normal,-,-
490,9,Activity B,,normal,-,-
490,10,■,,normal,-,-
491,0,▶,,normal,-,-
491,1,Activity A,,normal,-,-
491,2,Activity C,,normal,-,-
491,3,Activity G,,normal,-,-
491,4,Activity J,,normal,-,-
491,5,Activity H,,normal,-,-
491,6,Activity D,,normal,-,-
491,7,Activity S,,normal,-,-
491,8,Activity B,,normal,-,-
491,9,■,,normal,-,-
492,0,▶,,normal,-,-
492,1,Activity A,,normal,-,-
492,2,Activity C,,normal,-,-
492,3,Activity L,,normal,-,-
492,4,Activity Q,,normal,-,-
492,5,Activity M,,normal,-,-
492,6,Activity D,,normal,-,-
492,7,Activity S,,normal,-,-
492,8,Activity B,,normal,-,-
492,9,■,,normal,-,-
493,0,▶,,normal,-,-
493,1,Activity A,,normal,-,-
493,2,Activity T,,normal,-,-
493,3,Activity AK,,normal,-,-
493,4,Activity AL,,normal,-,-
493,5,Activity AM,,normal,-,-
493,6,Activity U,,normal,-,-
493,7,Activity B,,normal,-,-
493,8,■,,normal,-,-
494,0,▶,,normal,-,-
494,1,Activity A,,normal,-,-
494,2,Activity T,,normal,-,-
494,3,Activity AN,,normal,-,-
494,4,Activity AP,,normal,-,-
494,5,Activity AO,,normal,-,-
494,6,Activity U,,normal,-,-
494,7,Activity B,,normal,-,-
494,8,■,,normal,-,-
495,0,▶,,normal,-,-
495,1,Activity A,,normal,-,-
495,2,Activity BD,,normal,-,-
495,3,Activity BO,,normal,-,-
495,4,Activity BE,,normal,-,-
495,5,Activity BQ,,normal,-,-
495,6,Activity BR,,normal,-,-
495,7,Activity BY,,normal,-,-
495,8,Activity BS,,normal,-,-
495,9,Activity B,,normal,-,-
495,10,■,,normal,-,-
496,0,▶,,normal,-,-
496,1,Activity A,,normal,-,-
496,2,Activity T,,normal,-,-
496,3,Activity AK,,normal,-,-
496,4,Activity AL,,normal,-,-
496,5,Activity AM,,normal,-,-
496,6,Activity U,,normal,-,-
496,7,Activity B,,normal,-,-
496,8,■,,normal,-,-
497,0,▶,,normal,-,-
497,1,Activity A,,normal,-,-
497,2,Activity BZ,,normal,-,-
497,3,Activity B,,normal,-,-
497,4,■,,normal,-,-
498,0,▶,,normal,-,-
498,1,Activity A,,normal,-,-
498,2,Activity BD,,normal,-,-
498,3,Activity BJ,,normal,-,-
498,4,Activity BM,,normal,-,-
498,5,Activity BK,,normal,-,-
498,6,Activity BE,,normal,-,-
498,7,Activity BQ,,normal,-,-
498,8,Activity BR,,normal,-,-
498,9,Activity BU,,normal,-,-
498,10,Activity BS,,normal,-,-
498,11,Activity B,,normal,-,-
498,12,■,,normal,-,-
499,0,▶,,normal,-,-
499,1,Activity A,,normal,-,-
499,2,Activity T,,normal,-,-
499,3,Activity AN,,normal,-,-
499,4,Activity AQ,,normal,-,-
499,5,Activity AR,,normal,-,-
499,6,Activity AO,,normal,-,-
499,7,Activity U,,normal,-,-
499,8,Activity B,,normal,-,-
499,9,■,,normal,-,-
500,0,▶,,normal,-,-
500,1,Activity A,,normal,-,-
500,2,Activity T,,normal,-,-
500,3,Activity AN,,normal,-,-
500,4,Activity AQ,,normal,-,-
500,5,Activity AR,,normal,-,-
500,6,Activity AO,,normal,-,-
500,7,Activity U,,normal,-,-
500,8,Activity B,,normal,-,-
500,9,■,,normal,-,-
501,0,▶,,normal,-,-
501,1,Activity A,,normal,-,-
501,2,Activity T,,normal,-,-
501,3,Activity AK,,normal,-,-
501,4,Activity AL,,normal,-,-
501,5,Activity AM,,normal,-,-
501,6,Activity U,,normal,-,-
501,7,Activity B,,normal,-,-
501,8,■,,normal,-,-
502,0,▶,,normal,-,-
502,1,Activity A,,normal,-,-
502,2,Activity BC,,normal,-,-
502,3,Activity B,,normal,-,-
502,4,■,,normal,-,-
503,0,▶,,normal,-,-
503,1,Activity A,,normal,-,-
503,2,Activity T,,normal,-,-
503,3,Activity AK,,normal,-,-
503,4,Activity AL,,normal,-,-
503,5,Activity AM,,normal,-,-
503,6,Activity U,,normal,-,-
503,7,Activity B,,normal,-,-
503,8,■,,normal,-,-
504,0,▶,,normal,-,-
504,1,Activity A,,normal,-,-
504,2,Activity C,,normal,-,-
504,3,Activity L,,normal,-,-
504,4,Activity Q,,normal,-,-
504,5,Activity M,,normal,-,-
504,6,Activity D,,normal,-,-
504,7,Activity S,,normal,-,-
504,8,Activity B,,normal,-,-
504,9,■,,normal,-,-
505,0,▶,,normal,-,-
505,1,Activity A,,normal,-,-
505,2,Activity T,,normal,-,-
505,3,Activity AK,,normal,-,-
505,4,Activity AL,,normal,-,-
505,5,Activity AM,,normal,-,-
505,6,Activity U,,normal,-,-
505,7,Activity B,,normal,-,-
505,8,■,,normal,-,-
506,0,▶,,normal,-,-
506,1,Activity A,,normal,-,-
506,2,Activity T,,normal,-,-
506,3,Activity AN,,normal,-,-
506,4,Activity AP,,normal,-,-
506,5,Activity AO,,normal,-,-
506,6,Activity U,,normal,-,-
506,7,Activity B,,normal,-,-
506,8,■,,normal,-,-
507,0,▶,,normal,-,-
507,1,Activity A,,normal,-,-
507,2,Activity T,,normal,-,-
507,3,Activity AK,,normal,-,-
507,4,Activity AL,,normal,-,-
507,5,Activity AM,,normal,-,-
507,6,Activity U,,normal,-,-
507,7,Activity B,,normal,-,-
507,8,■,,normal,-,-
508,0,▶,,normal,-,-
508,1,Activity A,,normal,-,-
508,2,Activity T,,normal,-,-
508,3,Activity AN,,normal,-,-
508,4,Activity AS,,normal,-,-
508,5,Activity AV,,normal,-,-
508,6,Activity AT,,normal,-,-
508,7,Activity AO,,normal,-,-
508,8,Activity U,,normal,-,-
508,9,Activity B,,normal,-,-
508,10,■,,normal,-,-
509,0,▶,,normal,-,-
509,1,Activity A,,normal,-,-
509,2,Activity C,,normal,-,-
509,3,Activity R,,normal,-,-
509,4,Activity D,,normal,-,-
509,5,Activity S,,normal,-,-
509,6,Activity B,,normal,-,-
509,7,■,,normal,-,-
510,0,▶,,normal,-,-
510,1,Activity A,,normal,-,-
510,2,Activity T,,normal,-,-
510,3,Activity AK,,normal,-,-
510,4,Activity AL,,normal,-,-
510,5,Activity AM,,normal,-,-
510,6,Activity U,,normal,-,-
510,7,Activity B,,normal,-,-
510,8,■,,normal,-,-
511,0,▶,,normal,-,-
511,1,Activity A,,normal,-,-
511,2,Activity BC,,normal,-,-
511,3,Activity B,,normal,-,-
511,4,■,,normal,-,-
512,0,▶,,normal,-,-
512,1,Activity A,,normal,-,-
512,2,Activity T,,normal,-,-
512,3,Activity AN,,normal,-,-
512,4,Activity AP,,normal,-,-
512,5,Activity AO,,normal,-,-
512,6,Activity U,,normal,-,-
512,7,Activity B,,normal,-,-
512,8,■,,normal,-,-
513,0,▶,,normal,-,-
513,1,Activity A,,normal,-,-
513,2,Activity T,,normal,-,-
513,3,Activity AN,,normal,-,-
513,4,Activity AP,,normal,-,-
513,5,Activity AO,,normal,-,-
513,6,Activity U,,normal,-,-
513,7,Activity B,,normal,-,-
513,8,■,,normal,-,-
514,0,▶,,normal,-,-
514,1,Activity A,,normal,-,-
514,2,Activity T,,normal,-,-
514,3,Activity AN,,normal,-,-
514,4,Activity AP,,normal,-,-
514,5,Activity AO,,normal,-,-
514,6,Activity U,,normal,-,-
514,7,Activity B,,normal,-,-
514,8,■,,normal,-,-
515,0,▶,,normal,-,-
515,1,Activity A,,normal,-,-
515,2,Activity BD,,normal,-,-
515,3,Activity BH,,normal,-,-
515,4,Activity BI,,normal,-,-
515,5,Activity BE,,normal,-,-
515,6,Activity BQ,,normal,-,-
515,7,Activity BR,,normal,-,-
515,8,Activity BX,,normal,-,-
515,9,Activity BS,,normal,-,-
515,10,Activity B,,normal,-,-
515,11,■,,normal,-,-
516,0,▶,,normal,-,-
516,1,Activity A,,normal,-,-
516,2,Activity C,,normal,-,-
516,3,Activity E,,normal,-,-
516,4,Activity F,,normal,-,-
516,5,Activity D,,normal,-,-
516,6,Activity S,,normal,-,-
516,7,Activity B,,normal,-,-
516,8,■,,normal,-,-
517,0,▶,,normal,-,-
517,1,Activity A,,normal,-,-
517,2,Activity C,,normal,-,-
517,3,Activity L,,normal,-,-
517,4,Activity Q,,normal,-,-
517,5,Activity M,,normal,-,-
517,6,Activity D,,normal,-,-
517,7,Activity S,,normal,-,-
517,8,Activity B,,normal,-,-
517,9,■,,normal,-,-
518,0,▶,,normal,-,-
518,1,Activity A,,normal,-,-
518,2,Activity T,,normal,-,-
518,3,Activity AK,,normal,-,-
518,4,Activity AL,,normal,-,-
518,5,Activity AM,,normal,-,-
518,6,Activity U,,normal,-,-
518,7,Activity B,,normal,-,-
518,8,■,,normal,-,-
519,0,▶,,normal,-,-
519,1,Activity A,,normal,-,-
519,2,Activity BC,,normal,-,-
519,3,Activity B,,normal,-,-
519,4,■,,normal,-,-
520,0,▶,,anomalous,Insert,"{'indices': [2, 4]}"
520,1,Activity A,,anomalous,Insert,"{'indices': [2, 4]}"
520,2,Activity T,,anomalous,Insert,"{'indices': [2, 4]}"
520,3,Random activity 44,,anomalous,Insert,"{'indices': [2, 4]}"
520,4,Activity AK,,anomalous,Insert,"{'indices': [2, 4]}"
520,5,Random activity 3,,anomalous,Insert,"{'indices': [2, 4]}"
520,6,Activity AL,,anomalous,Insert,"{'indices': [2, 4]}"
520,7,Activity AM,,anomalous,Insert,"{'indices': [2, 4]}"
520,8,Activity U,,anomalous,Insert,"{'indices': [2, 4]}"
520,9,Activity B,,anomalous,Insert,"{'indices': [2, 4]}"
520,10,■,,anomalous,Insert,"{'indices': [2, 4]}"
521,0,▶,,normal,-,-
521,1,Activity A,,normal,-,-
521,2,Activity T,,normal,-,-
521,3,Activity AN,,normal,-,-
521,4,Activity AP,,normal,-,-
521,5,Activity AO,,normal,-,-
521,6,Activity U,,normal,-,-
521,7,Activity B,,normal,-,-
521,8,■,,normal,-,-
522,0,▶,,normal,-,-
522,1,Activity A,,normal,-,-
522,2,Activity T,,normal,-,-
522,3,Activity AC,,normal,-,-
522,4,Activity AI,,normal,-,-
522,5,Activity AJ,,normal,-,-
522,6,Activity AD,,normal,-,-
522,7,Activity U,,normal,-,-
522,8,Activity B,,normal,-,-
522,9,■,,normal,-,-
523,0,▶,,normal,-,-
523,1,Activity A,,normal,-,-
523,2,Activity C,,normal,-,-
523,3,Activity L,,normal,-,-
523,4,Activity O,,normal,-,-
523,5,Activity M,,normal,-,-
523,6,Activity D,,normal,-,-
523,7,Activity S,,normal,-,-
523,8,Activity B,,normal,-,-
523,9,■,,normal,-,-
524,0,▶,,normal,-,-
524,1,Activity A,,normal,-,-
524,2,Activity C,,normal,-,-
524,3,Activity L,,normal,-,-
524,4,Activity P,,normal,-,-
524,5,Activity M,,normal,-,-
524,6,Activity D,,normal,-,-
524,7,Activity S,,normal,-,-
524,8,Activity B,,normal,-,-
524,9,■,,normal,-,-
525,0,▶,,normal,-,-
525,1,Activity A,,normal,-,-
525,2,Activity T,,normal,-,-
525,3,Activity AN,,normal,-,-
525,4,Activity AP,,normal,-,-
525,5,Activity AO,,normal,-,-
525,6,Activity U,,normal,-,-
525,7,Activity B,,normal,-,-
525,8,■,,normal,-,-
526,0,▶,,normal,-,-
526,1,Activity A,,normal,-,-
526,2,Activity T,,normal,-,-
526,3,Activity AK,,normal,-,-
526,4,Activity AL,,normal,-,-
526,5,Activity AM,,normal,-,-
526,6,Activity U,,normal,-,-
526,7,Activity B,,normal,-,-
526,8,■,,normal,-,-
527,0,▶,,normal,-,-
527,1,Activity A,,normal,-,-
527,2,Activity C,,normal,-,-
527,3,Activity R,,normal,-,-
527,4,Activity D,,normal,-,-
527,5,Activity S,,normal,-,-
527,6,Activity B,,normal,-,-
527,7,■,,normal,-,-
528,0,▶,,normal,-,-
528,1,Activity A,,normal,-,-
528,2,Activity BD,,normal,-,-
528,3,Activity BJ,,normal,-,-
528,4,Activity BN,,normal,-,-
528,5,Activity BK,,normal,-,-
528,6,Activity BE,,normal,-,-
528,7,Activity BQ,,normal,-,-
528,8,Activity BR,,normal,-,-
528,9,Activity BX,,normal,-,-
528,10,Activity BS,,normal,-,-
528,11,Activity B,,normal,-,-
528,12,■,,normal,-,-
529,0,▶,,normal,-,-
529,1,Activity A,,normal,-,-
529,2,Activity T,,normal,-,-
529,3,Activity AK,,normal,-,-
529,4,Activity AL,,normal,-,-
529,5,Activity AM,,normal,-,-
529,6,Activity U,,normal,-,-
529,7,Activity B,,normal,-,-
529,8,■,,normal,-,-
530,0,▶,,normal,-,-
530,1,Activity A,,normal,-,-
530,2,Activity T,,normal,-,-
530,3,Activity AK,,normal,-,-
530,4,Activity AL,,normal,-,-
530,5,Activity AM,,normal,-,-
530,6,Activity U,,normal,-,-
530,7,Activity B,,normal,-,-
530,8,■,,normal,-,-
531,0,▶,,normal,-,-
531,1,Activity A,,normal,-,-
531,2,Activity BC,,normal,-,-
531,3,Activity B,,normal,-,-
531,4,■,,normal,-,-
532,0,▶,,normal,-,-
532,1,Activity A,,normal,-,-
532,2,Activity C,,normal,-,-
532,3,Activity E,,normal,-,-
532,4,Activity F,,normal,-,-
532,5,Activity D,,normal,-,-
532,6,Activity S,,normal,-,-
532,7,Activity B,,normal,-,-
532,8,■,,normal,-,-
533,0,▶,,normal,-,-
533,1,Activity A,,normal,-,-
533,2,Activity T,,normal,-,-
533,3,Activity AN,,normal,-,-
533,4,Activity AP,,normal,-,-
533,5,Activity AO,,normal,-,-
533,6,Activity U,,normal,-,-
533,7,Activity B,,normal,-,-
533,8,■,,normal,-,-
534,0,▶,,normal,-,-
534,1,Activity A,,normal,-,-
534,2,Activity C,,normal,-,-
534,3,Activity E,,normal,-,-
534,4,Activity F,,normal,-,-
534,5,Activity D,,normal,-,-
534,6,Activity S,,normal,-,-
534,7,Activity B,,normal,-,-
534,8,■,,normal,-,-
535,0,▶,,normal,-,-
535,1,Activity A,,normal,-,-
535,2,Activity BD,,normal,-,-
535,3,Activity BO,,normal,-,-
535,4,Activity BE,,normal,-,-
535,5,Activity BQ,,normal,-,-
535,6,Activity BR,,normal,-,-
535,7,Activity BY,,normal,-,-
535,8,Activity BS,,normal,-,-
535,9,Activity B,,normal,-,-
535,10,■,,normal,-,-
536,0,▶,,normal,-,-
536,1,Activity A,,normal,-,-
536,2,Activity T,,normal,-,-
536,3,Activity AN,,normal,-,-
536,4,Activity AS,,normal,-,-
536,5,Activity AU,,normal,-,-
536,6,Activity AT,,normal,-,-
536,7,Activity AO,,normal,-,-
536,8,Activity U,,normal,-,-
536,9,Activity B,,normal,-,-
536,10,■,,normal,-,-
537,0,▶,,normal,-,-
537,1,Activity A,,normal,-,-
537,2,Activity T,,normal,-,-
537,3,Activity V,,normal,-,-
537,4,Activity X,,normal,-,-
537,5,Activity W,,normal,-,-
537,6,Activity AB,,normal,-,-
537,7,Activity U,,normal,-,-
537,8,Activity B,,normal,-,-
537,9,■,,normal,-,-
538,0,▶,,normal,-,-
538,1,Activity A,,normal,-,-
538,2,Activity T,,normal,-,-
538,3,Activity AN,,normal,-,-
538,4,Activity AQ,,normal,-,-
538,5,Activity AR,,normal,-,-
538,6,Activity AO,,normal,-,-
538,7,Activity U,,normal,-,-
538,8,Activity B,,normal,-,-
538,9,■,,normal,-,-
539,0,▶,,normal,-,-
539,1,Activity A,,normal,-,-
539,2,Activity T,,normal,-,-
539,3,Activity AC,,normal,-,-
539,4,Activity AE,,normal,-,-
539,5,Activity AD,,normal,-,-
539,6,Activity U,,normal,-,-
539,7,Activity B,,normal,-,-
539,8,■,,normal,-,-
540,0,▶,,normal,-,-
540,1,Activity A,,normal,-,-
540,2,Activity T,,normal,-,-
540,3,Activity AK,,normal,-,-
540,4,Activity AL,,normal,-,-
540,5,Activity AM,,normal,-,-
540,6,Activity U,,normal,-,-
540,7,Activity B,,normal,-,-
540,8,■,,normal,-,-
541,0,▶,,normal,-,-
541,1,Activity A,,normal,-,-
541,2,Activity T,,normal,-,-
541,3,Activity V,,normal,-,-
541,4,Activity AA,,normal,-,-
541,5,Activity W,,normal,-,-
541,6,Activity AB,,normal,-,-
541,7,Activity U,,normal,-,-
541,8,Activity B,,normal,-,-
541,9,■,,normal,-,-
542,0,▶,,normal,-,-
542,1,Activity A,,normal,-,-
542,2,Activity T,,normal,-,-
542,3,Activity AC,,normal,-,-
542,4,Activity AI,,normal,-,-
542,5,Activity AJ,,normal,-,-
542,6,Activity AD,,normal,-,-
542,7,Activity U,,normal,-,-
542,8,Activity B,,normal,-,-
542,9,■,,normal,-,-
543,0,▶,,normal,-,-
543,1,Activity A,,normal,-,-
543,2,Activity BD,,normal,-,-
543,3,Activity BP,,normal,-,-
543,4,Activity BE,,normal,-,-
543,5,Activity BQ,,normal,-,-
